Unnamed: 0,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
625,0,45.0,1,3,15.0,3,2,3,3.0,3,5.0,1,5.0,1,2,1,0.0,3,25761.0
4286,0,36.0,1,1,16.0,2,2,4,5.0,1,4.0,3,2.0,0,1,0,2.0,2,25218.0
2365,0,31.0,1,1,17.0,3,2,3,3.0,1,5.0,1,2.0,1,1,1,1.0,2,21833.0
1764,0,37.0,0,1,15.0,3,2,2,3.0,0,3.0,1,2.0,1,1,0,1.0,1,17326.0
1932,0,34.0,1,3,27.0,2,2,3,1.0,1,3.0,2,2.0,0,3,0,0.0,2,20337.0
2965,0,28.0,0,3,10.0,3,1,4,3.0,1,3.0,1,3.0,1,2,1,3.0,2,23325.0
4480,1,48.0,0,3,34.0,2,0,4,2.0,1,3.0,3,6.0,1,4,0,2.0,2,25075.0
3901,0,41.0,1,1,9.0,3,1,4,4.0,0,3.0,1,4.0,0,1,1,2.0,1,20679.0
2617,0,31.0,0,1,16.0,3,2,4,4.0,1,5.0,1,3.0,0,2,0,2.0,2,21750.0
1957,0,20.0,1,1,6.0,2,1,2,4.0,0,4.0,2,2.0,0,4,0,1.0,1,17836.0
1553,0,38.0,0,1,12.0,3,1,3,5.0,1,3.0,1,1.0,1,1,0,2.0,2,20329.0
3286,1,29.0,1,1,19.0,2,1,4,4.0,0,3.0,0,3.0,1,4,1,1.0,1,21193.0
4704,0,34.0,1,1,12.0,2,2,3,5.0,3,3.0,1,6.0,0,3,1,2.0,3,25797.0
3642,0,34.0,0,3,23.0,2,1,3,4.0,1,3.0,1,3.0,1,1,0,1.0,2,24046.0
1797,1,39.0,1,3,9.0,3,1,2,3.0,1,3.0,1,5.0,1,4,1,1.0,2,20238.0
2779,0,41.0,1,3,7.0,3,2,3,6.0,1,3.0,0,4.0,1,3,1,1.0,2,26135.0
4165,0,40.0,0,1,9.0,1,1,4,4.0,3,3.0,2,2.0,0,1,1,3.0,3,29616.0
2130,1,58.0,0,1,8.0,2,2,2,4.0,0,3.0,1,1.0,1,1,1,0.0,1,17380.0
1529,0,37.0,1,1,6.0,2,2,2,4.0,1,3.0,1,2.0,0,5,0,0.0,2,20993.0
1960,0,38.0,1,1,6.0,2,1,2,3.0,0,5.0,2,4.0,0,1,0,1.0,1,17619.0
3969,0,34.0,0,1,7.0,2,1,4,4.0,3,3.0,2,3.0,1,1,1,1.0,3,32136.0
4157,0,41.0,1,1,31.0,1,2,4,4.0,1,3.0,1,3.0,0,3,1,2.0,2,21997.0
3605,0,39.0,1,1,9.0,3,1,3,5.0,3,3.0,1,5.0,1,5,1,2.0,3,26434.0
3129,0,27.0,0,3,7.0,3,2,3,5.0,1,5.0,3,3.0,0,3,1,2.0,2,22972.0
1221,0,45.0,0,1,6.0,2,2,3,4.0,3,3.0,1,4.0,0,1,1,2.0,3,25748.0
3803,0,35.0,1,3,10.0,3,1,4,5.0,1,3.0,1,5.0,1,3,0,1.0,2,26781.0
3733,0,39.0,0,2,9.0,2,2,4,4.0,0,4.0,1,7.0,0,3,1,3.0,1,21270.0
3238,0,35.0,0,1,10.0,2,2,3,4.0,1,3.0,3,2.0,0,2,1,1.0,2,26434.0
951,0,41.0,0,3,16.0,3,2,2,5.0,1,4.0,2,2.0,0,1,1,0.0,2,21151.0
3315,1,25.0,1,1,24.0,2,1,4,4.0,0,4.0,0,3.0,0,2,0,2.0,1,20888.0
288,1,26.0,1,1,22.0,3,2,2,3.0,0,4.0,1,3.0,1,2,1,1.0,1,17373.0
926,0,43.0,1,3,10.0,3,0,2,4.0,3,3.0,3,4.0,0,3,1,0.0,3,25231.0
1580,0,51.0,0,1,6.0,3,1,1,4.0,3,5.0,3,4.0,0,1,1,0.0,3,22484.0
4464,0,24.0,1,1,16.0,3,2,3,4.0,0,5.0,1,3.0,0,3,1,1.0,1,21178.0
1477,0,30.0,1,1,30.0,2,2,3,3.0,0,3.0,1,2.0,0,3,1,2.0,1,17693.0
4255,0,39.0,1,1,22.0,2,2,4,5.0,3,3.0,1,2.0,1,5,1,3.0,3,30188.0
4196,0,30.0,0,3,9.0,2,2,3,4.0,1,3.0,3,3.0,0,1,0,2.0,2,23232.0
3029,1,24.0,1,1,13.0,2,2,4,2.0,0,5.0,0,3.0,1,3,1,3.0,1,20279.0
3630,1,36.0,0,3,19.0,2,2,3,4.0,1,3.0,3,5.0,1,3,1,1.0,2,23259.0
1542,0,31.0,1,1,6.0,3,2,2,3.0,0,4.0,2,2.0,0,3,1,0.0,1,17501.0
1366,0,39.0,0,3,27.0,2,1,2,5.0,1,3.0,1,7.0,0,5,0,0.0,2,20736.0
2709,0,30.0,1,3,9.0,3,2,4,5.0,1,4.0,0,4.0,0,4,0,2.0,2,25322.0
1363,0,33.0,1,3,16.0,3,2,2,3.0,1,3.0,2,2.0,0,1,0,0.0,2,20487.0
3219,0,44.0,1,3,32.0,3,2,4,5.0,3,3.0,1,7.0,0,4,1,2.0,3,29476.0
1492,0,34.0,1,1,13.0,2,0,2,3.0,3,4.0,3,1.0,0,5,0,0.0,3,26994.0
3886,1,30.0,1,1,7.0,3,2,3,4.0,0,3.0,1,2.0,1,3,1,1.0,1,23465.0
1894,0,57.0,1,3,35.0,3,2,2,4.0,4,3.0,1,4.0,0,3,1,0.0,0,29118.0
3581,0,23.0,0,1,33.0,2,1,3,5.0,0,3.0,1,3.0,1,3,0,1.0,1,21492.0
3644,0,45.0,1,2,7.0,2,1,3,4.0,0,3.0,1,6.0,1,3,1,1.0,1,21873.0
3749,0,55.0,1,1,14.0,3,1,4,4.0,1,3.0,1,6.0,0,3,1,2.0,2,25532.0
4090,0,34.0,1,1,9.0,2,2,3,4.0,0,3.0,2,2.0,0,3,1,1.0,1,21178.0
4390,0,25.0,1,1,24.0,2,2,4,5.0,0,4.0,1,3.0,0,3,1,2.0,1,20805.0
3798,1,57.0,1,1,31.0,2,2,4,4.0,0,3.0,2,3.0,0,3,0,1.0,1,21265.0
1129,0,42.0,1,1,15.0,2,2,3,4.0,2,3.0,2,1.0,0,1,1,1.0,4,34613.0
177,1,19.0,1,1,8.0,2,2,2,4.0,0,3.0,2,2.0,0,5,0,0.0,1,16102.0
4833,1,60.0,0,1,21.0,2,1,3,4.0,3,3.0,2,2.0,1,5,1,1.0,3,29190.0
1087,0,34.0,1,3,13.0,1,2,2,3.0,0,3.0,1,1.0,1,1,0,1.0,1,17308.0
3409,0,26.0,1,1,26.0,3,2,4,4.0,0,3.0,0,5.0,0,5,1,3.0,1,22347.0
906,0,34.0,1,1,26.0,1,1,2,1.0,0,3.0,0,1.0,0,1,1,0.0,1,17585.0
4667,0,40.0,0,1,29.0,3,1,3,4.0,3,5.0,2,3.0,1,5,1,2.0,3,29558.0
3091,0,36.0,1,1,32.0,1,2,4,5.0,3,4.0,0,5.0,0,3,1,2.0,3,29581.0
325,0,31.0,0,1,13.0,2,1,2,4.0,3,3.0,0,2.0,0,2,1,1.0,3,23943.0
93,0,46.0,0,1,6.0,3,2,2,4.0,3,5.0,0,3.0,1,2,1,1.0,3,25673.0
4496,0,41.0,0,1,9.0,3,1,3,2.0,1,4.0,1,3.0,0,3,0,1.0,2,22922.0
3081,0,33.0,0,1,7.0,2,2,4,4.0,0,3.0,1,2.0,0,5,0,1.0,1,20992.0
493,0,44.0,1,2,6.0,2,1,2,4.0,1,3.0,2,5.0,0,5,1,1.0,2,20985.0
4209,0,43.0,0,3,33.0,3,1,4,4.0,4,4.0,1,7.0,0,3,1,2.0,0,32203.0
2786,0,32.0,1,1,14.0,3,0,3,4.0,3,3.0,3,3.0,1,4,1,2.0,3,25821.0
3743,0,41.0,1,1,7.0,2,1,3,4.0,1,3.0,1,6.0,0,3,0,2.0,2,25191.0
4594,0,37.0,1,1,14.0,2,2,4,4.0,0,3.0,3,4.0,0,3,1,3.0,1,23356.0
494,0,34.0,1,3,20.0,1,1,2,3.0,0,3.0,1,2.0,1,5,1,1.0,1,17579.0
1738,0,45.0,1,1,26.0,3,2,3,3.0,4,3.0,1,1.0,1,3,1,1.0,0,28496.0
4131,1,30.0,1,1,7.0,1,2,3,4.0,0,3.0,2,2.0,0,1,0,1.0,1,20736.0
2428,1,34.0,0,1,23.0,1,2,2,4.0,0,3.0,1,1.0,1,5,1,1.0,1,23500.0
750,0,44.0,1,3,34.0,3,1,2,1.0,4,3.0,0,4.0,1,2,1,1.0,0,28320.0
2655,0,31.0,0,1,7.0,2,2,3,5.0,3,3.0,3,3.0,0,5,1,2.0,3,27152.0
1652,1,41.0,1,3,26.0,3,1,3,3.0,0,4.0,2,2.0,1,4,0,1.0,1,18140.0
2318,0,35.0,0,1,10.0,2,2,2,4.0,0,3.0,1,2.0,0,1,1,1.0,1,17376.0
1115,0,34.0,1,1,13.0,3,2,2,3.0,0,3.0,2,2.0,0,1,0,1.0,1,17972.0
4284,1,22.0,1,3,19.0,2,1,3,2.0,0,4.0,3,3.0,0,5,0,2.0,1,21394.0
4770,0,21.0,1,1,6.0,2,2,3,5.0,0,3.0,3,3.0,0,3,0,1.0,1,21711.0
2897,1,27.0,0,2,24.0,2,1,3,4.0,0,3.0,1,2.0,1,5,0,2.0,1,21419.0
1967,0,44.0,1,1,9.0,2,2,2,3.0,2,3.0,1,5.0,1,1,0,1.0,4,34513.0
43,0,27.0,0,3,14.0,2,2,2,3.0,3,3.0,3,2.0,0,2,1,0.0,3,23726.0
4315,0,57.0,0,3,13.0,2,1,3,2.0,4,5.0,1,2.0,0,3,1,1.0,0,31890.0
3320,0,21.0,1,3,28.0,3,2,3,2.0,0,3.0,3,3.0,0,3,0,1.0,1,21356.0
4176,0,33.0,1,1,9.0,1,2,3,5.0,1,5.0,2,6.0,0,4,0,2.0,2,20854.0
2694,1,38.0,0,1,17.0,3,2,4,4.0,3,3.0,1,8.0,0,3,1,3.0,3,28726.0
4224,0,32.0,1,2,9.0,2,2,4,5.0,1,5.0,1,5.0,0,3,0,3.0,2,25088.0
1252,0,34.0,1,1,8.0,3,2,3,1.0,0,3.0,1,1.0,1,1,0,1.0,1,17932.0
1998,1,50.0,0,3,14.0,1,2,2,3.0,1,3.0,1,4.0,1,5,0,0.0,2,21796.0
1437,0,39.0,0,1,15.0,2,2,2,3.0,2,3.0,2,3.0,0,4,0,1.0,4,34431.0
3413,0,49.0,1,1,11.0,2,2,3,4.0,3,3.0,3,3.0,0,5,1,2.0,3,26576.0
2802,0,37.0,0,3,7.0,3,0,3,4.0,1,3.0,3,6.0,0,2,1,2.0,2,25331.0
3612,0,25.0,0,1,9.0,1,1,3,4.0,0,3.0,3,3.0,1,3,1,2.0,1,22438.0
3093,0,54.0,1,1,30.0,2,1,4,4.0,4,3.0,2,8.0,0,5,1,2.0,0,32953.0
2414,1,28.0,1,1,13.0,2,2,3,3.0,0,5.0,3,4.0,1,3,0,2.0,1,21674.0
850,0,32.0,0,3,8.0,2,1,3,3.0,0,5.0,1,2.0,0,3,0,1.0,1,17827.0
3435,0,33.0,1,3,9.0,3,2,3,4.0,1,4.0,0,2.0,1,1,0,2.0,2,22756.0
3720,0,38.0,1,3,16.0,3,2,3,5.0,1,4.0,1,3.0,0,4,0,2.0,2,22867.0
4426,0,28.0,1,1,10.0,3,2,3,5.0,0,3.0,2,2.0,0,1,1,2.0,1,20723.0
919,0,59.0,1,1,24.0,3,2,3,3.0,3,3.0,3,7.0,0,3,1,1.0,3,25512.0
4127,0,52.0,1,1,15.0,2,2,3,5.0,3,4.0,1,7.0,0,3,1,2.0,3,31168.0
512,0,27.0,1,1,9.0,3,2,2,4.0,0,3.0,2,1.0,0,2,0,0.0,1,17045.0
3804,0,32.0,1,1,11.0,3,1,4,2.0,0,3.0,1,2.0,0,5,1,3.0,1,22656.0
1927,1,18.0,0,3,11.0,3,2,3,3.0,0,4.0,2,2.0,1,4,1,0.0,1,16878.0
2096,0,32.0,1,1,14.0,3,1,3,1.0,1,3.0,1,6.0,0,3,1,2.0,2,20175.0
1055,0,34.0,0,1,21.0,3,2,3,3.0,4,5.0,1,1.0,0,4,1,2.0,0,32007.0
3932,0,54.0,1,3,9.0,2,1,4,5.0,4,3.0,1,4.0,0,3,0,1.0,0,34105.0
774,0,55.0,0,1,8.0,3,2,2,4.0,4,5.0,2,1.0,0,3,1,1.0,0,31756.0
143,0,30.0,1,1,24.0,2,1,3,3.0,0,3.0,2,2.0,0,2,1,0.0,1,17632.0
519,0,29.0,0,1,6.0,2,2,3,5.0,0,3.0,1,2.0,0,2,1,0.0,1,17720.0
3722,0,37.0,1,1,17.0,2,2,3,4.0,3,5.0,1,2.0,1,5,1,2.0,3,26999.0
2064,0,29.0,1,1,29.0,2,2,2,1.0,0,3.0,1,2.0,0,1,1,1.0,1,17700.0
3666,1,25.0,1,2,29.0,2,2,3,6.0,0,3.0,1,3.0,0,1,0,2.0,1,20233.0
3257,1,40.0,0,1,9.0,2,2,3,4.0,4,3.0,1,2.0,0,3,1,1.0,0,30847.0
4824,1,24.0,0,3,8.0,2,1,3,4.0,0,4.0,2,3.0,1,5,1,2.0,1,19901.0
111,1,34.0,0,1,13.0,2,2,3,5.0,1,3.0,2,2.0,1,5,1,1.0,2,21074.0
3536,0,46.0,1,1,35.0,1,2,4,4.0,0,3.0,1,6.0,0,3,1,3.0,1,20810.0
4320,0,53.0,1,1,10.0,3,2,3,5.0,3,3.0,1,4.0,1,1,1,1.0,3,26647.0
2624,0,32.0,1,1,19.0,3,1,4,4.0,0,3.0,0,2.0,1,4,1,3.0,1,22607.0
954,0,42.0,0,1,8.0,2,2,2,3.0,4,3.0,0,1.0,1,4,0,1.0,0,32861.0
3136,0,33.0,1,1,10.0,3,1,4,4.0,1,5.0,0,3.0,0,2,1,2.0,2,25403.0
3993,0,47.0,1,2,12.0,3,2,4,4.0,1,4.0,1,2.0,1,5,1,3.0,2,23699.0
4046,1,32.0,1,3,27.0,2,1,4,6.0,1,3.0,1,5.0,1,3,0,3.0,2,23237.0
2070,0,32.0,1,1,10.0,2,1,3,4.0,1,3.0,1,2.0,0,4,1,1.0,2,21162.0
13,0,34.0,1,1,25.0,3,2,3,3.0,0,3.0,1,1.0,0,3,0,2.0,1,17661.0
3027,0,35.0,1,3,15.0,2,1,4,4.0,1,5.0,0,7.0,0,2,1,1.0,2,25178.0
350,0,42.0,1,2,8.0,1,2,2,3.0,0,3.0,1,1.0,1,4,1,0.0,1,17696.0
1367,0,27.0,1,1,8.0,1,2,2,3.0,0,4.0,1,2.0,0,4,1,1.0,1,17226.0
1520,1,48.0,1,1,6.0,2,2,3,4.0,3,3.0,2,1.0,1,5,0,0.0,3,20381.0
1827,1,21.0,0,3,6.0,1,1,3,4.0,0,4.0,2,2.0,1,5,1,2.0,1,17174.0
4604,0,32.0,1,1,19.0,3,1,3,4.0,1,3.0,1,2.0,1,4,1,1.0,2,24533.0
4598,0,41.0,1,3,17.0,3,2,4,5.0,3,4.0,1,4.0,0,4,0,1.0,3,28383.0
3354,0,24.0,1,1,7.0,2,2,3,4.0,0,3.0,0,3.0,0,4,0,2.0,1,19901.0
4463,0,35.0,1,1,15.0,3,0,4,4.0,1,3.0,3,5.0,0,4,0,2.0,2,24820.0
1993,0,50.0,1,1,34.0,3,2,3,1.0,0,3.0,1,2.0,1,1,0,1.0,1,18221.0
3009,0,24.0,1,1,17.0,3,2,4,3.0,0,3.0,3,3.0,0,2,1,2.0,1,22183.0
3353,0,20.0,1,1,32.0,2,1,3,2.0,0,3.0,3,3.0,1,5,1,1.0,1,21672.0
4259,0,24.0,1,1,33.0,2,2,3,4.0,0,3.0,1,3.0,0,1,0,2.0,1,21582.0
2143,0,33.0,1,1,6.0,2,2,3,4.0,0,5.0,2,4.0,1,4,1,1.0,1,17799.0
1090,0,29.0,1,1,14.0,2,1,2,5.0,1,5.0,1,4.0,0,1,0,0.0,2,24715.0
2767,1,29.0,1,1,9.0,3,2,3,6.0,0,3.0,0,7.0,1,3,1,1.0,1,22142.0
1144,0,31.0,0,3,8.0,2,2,2,3.0,1,5.0,2,1.0,0,1,0,0.0,2,20332.0
620,0,35.0,1,1,33.0,3,1,2,4.0,0,5.0,2,2.0,0,4,1,1.0,1,17559.0
2875,0,55.0,1,1,15.0,2,1,3,4.0,1,3.0,3,2.0,0,2,1,1.0,2,22458.0
2269,0,42.0,1,1,8.0,3,2,2,3.0,4,5.0,1,1.0,0,3,1,0.0,0,32665.0
417,0,40.0,1,3,8.0,2,1,3,3.0,2,3.0,0,1.0,0,3,0,0.0,4,33041.0
3473,0,41.0,0,1,16.0,2,2,3,4.0,1,3.0,1,5.0,0,3,1,1.0,2,22653.0
3740,0,31.0,1,1,17.0,3,0,4,4.0,3,3.0,3,2.0,0,4,0,1.0,3,28345.0
646,0,53.0,1,3,14.0,3,2,3,3.0,4,3.0,0,6.0,0,3,0,2.0,0,26836.0
1716,0,33.0,1,1,11.0,2,1,3,4.0,0,3.0,1,2.0,0,1,0,0.0,1,17911.0
1299,0,40.0,1,1,6.0,2,1,2,3.0,1,3.0,1,5.0,0,3,0,1.0,2,21513.0
3444,0,53.0,1,1,15.0,2,1,3,4.0,0,5.0,0,2.0,0,1,1,2.0,1,21628.0
4621,0,48.0,0,1,23.0,3,2,4,2.0,1,3.0,1,3.0,1,1,1,1.0,2,23745.0
4606,0,33.0,1,1,10.0,3,1,4,4.0,1,5.0,1,3.0,0,1,1,1.0,2,25403.0
3436,0,40.0,0,1,32.0,2,2,4,4.0,3,3.0,0,5.0,0,1,0,1.0,3,29598.0
3962,0,47.0,0,3,12.0,3,2,4,4.0,1,3.0,3,6.0,1,5,1,2.0,2,24450.0
3916,1,38.0,1,1,9.0,2,2,4,5.0,0,3.0,2,8.0,1,3,0,3.0,1,20768.0
4253,0,28.0,1,3,15.0,3,1,3,4.0,1,4.0,1,3.0,0,1,0,2.0,2,24892.0
4882,1,37.0,1,2,20.0,2,2,3,5.0,0,5.0,1,6.0,1,5,1,2.0,1,23317.0
2268,1,33.0,1,1,31.0,3,2,2,4.0,0,4.0,2,5.0,1,4,1,0.0,1,17313.0
3163,0,48.0,1,3,11.0,2,1,3,4.0,1,3.0,3,3.0,1,3,1,2.0,2,22841.0
2274,0,48.0,0,1,6.0,3,2,2,1.0,4,3.0,2,3.0,0,1,0,0.0,0,31885.0
2611,0,31.0,1,3,12.0,2,1,3,4.0,3,3.0,0,4.0,0,4,1,2.0,3,28097.0
441,0,42.0,0,1,11.0,2,2,3,3.0,0,3.0,0,5.0,0,3,1,0.0,1,17093.0
4686,0,57.0,0,1,16.0,3,1,4,4.0,0,3.0,1,4.0,0,1,1,1.0,1,21620.0
3994,0,31.0,1,1,7.0,2,2,3,5.0,1,3.0,1,3.0,1,1,1,2.0,2,23804.0
1675,1,29.0,1,3,33.0,3,1,2,3.0,3,3.0,1,2.0,0,3,0,0.0,3,22639.0
2076,0,34.0,0,1,22.0,2,1,3,4.0,0,3.0,2,2.0,0,5,1,2.0,1,17553.0
688,1,19.0,1,3,27.0,2,2,2,4.0,0,4.0,2,2.0,1,2,0,1.0,1,17121.0
2967,0,51.0,1,1,35.0,3,2,4,3.0,0,3.0,0,3.0,1,2,1,3.0,1,21899.0
3068,0,54.0,1,3,14.0,3,1,4,5.0,3,3.0,0,2.0,1,2,0,1.0,3,29612.0
3111,1,42.0,1,1,9.0,2,1,3,6.0,0,3.0,1,6.0,1,3,0,1.0,1,21456.0
2829,1,31.0,0,1,11.0,1,2,3,4.0,0,3.0,2,20.0,1,4,1,2.0,1,20963.0
3604,0,46.0,1,1,9.0,2,1,3,5.0,1,3.0,1,3.0,0,4,1,2.0,2,24448.0
1568,0,58.0,1,3,16.0,3,2,2,3.0,4,3.0,2,1.0,0,3,0,1.0,0,28872.0
4419,0,27.0,1,1,13.0,2,1,4,4.0,0,3.0,1,3.0,1,1,0,2.0,1,21337.0
3711,0,35.0,0,3,17.0,2,2,3,4.0,1,3.0,1,3.0,1,1,1,2.0,2,22679.0
1225,0,45.0,1,1,34.0,1,1,2,4.0,4,4.0,2,2.0,0,3,1,0.0,0,31704.0
2257,0,55.0,0,1,8.0,2,2,3,3.0,3,4.0,1,4.0,0,1,0,1.0,3,25976.0
2692,0,38.0,1,1,7.0,3,1,3,5.0,0,5.0,0,4.0,0,4,1,2.0,1,22598.0
1290,1,34.0,0,1,15.0,2,2,3,3.0,1,5.0,1,5.0,0,3,0,1.0,2,20346.0
3771,0,47.0,1,3,10.0,1,1,3,2.0,4,5.0,1,4.0,0,3,1,1.0,0,31903.0
1396,1,53.0,1,3,30.0,2,2,3,3.0,3,5.0,3,7.0,1,3,1,2.0,3,25448.0
4407,0,45.0,1,2,7.0,2,0,3,5.0,1,3.0,3,6.0,0,5,1,2.0,2,24663.0
4028,0,35.0,1,1,13.0,2,1,3,5.0,1,4.0,1,8.0,0,3,1,1.0,2,23183.0
3364,0,35.0,0,1,26.0,3,1,3,4.0,1,4.0,1,6.0,0,3,1,1.0,2,23122.0
4668,0,34.0,0,3,15.0,2,1,3,5.0,0,3.0,2,2.0,0,1,0,2.0,1,21020.0
1275,0,51.0,1,1,9.0,1,1,2,3.0,3,3.0,1,3.0,0,4,1,1.0,3,28116.0
4195,0,43.0,1,3,7.0,2,2,2,4.0,1,3.0,1,3.0,0,3,1,1.0,2,23585.0
2134,0,36.0,1,1,20.0,2,2,3,3.0,1,3.0,1,1.0,1,5,1,0.0,2,21586.0
191,0,27.0,1,1,15.0,3,1,2,3.0,0,4.0,2,2.0,0,3,1,0.0,1,17279.0
3805,0,27.0,0,1,13.0,2,2,4,2.0,0,3.0,1,2.0,0,4,1,2.0,1,21222.0
4575,0,44.0,1,1,15.0,2,1,3,4.0,1,4.0,1,6.0,0,3,1,1.0,2,23443.0
3549,0,34.0,1,3,15.0,2,2,3,4.0,1,5.0,1,4.0,0,5,1,1.0,2,25070.0
3471,0,35.0,1,1,7.0,2,1,3,5.0,0,4.0,0,7.0,0,1,1,2.0,1,21972.0
727,0,18.0,0,1,11.0,2,2,3,3.0,0,3.0,2,2.0,0,2,1,1.0,1,16051.0
1863,0,34.0,0,3,10.0,3,1,3,3.0,1,3.0,1,1.0,0,1,0,0.0,2,21538.0
889,0,27.0,1,1,20.0,2,2,2,3.0,0,5.0,0,2.0,1,4,1,0.0,1,17235.0
1547,0,45.0,1,1,12.0,2,2,2,3.0,3,5.0,1,5.0,1,3,1,1.0,3,28245.0
4012,0,59.0,1,3,17.0,3,2,3,4.0,4,3.0,2,2.0,0,3,0,2.0,0,32550.0
1147,0,49.0,1,1,31.0,2,1,2,3.0,0,5.0,1,2.0,0,3,0,0.0,1,18211.0
3977,0,60.0,1,3,32.0,2,0,5,4.0,3,5.0,3,2.0,0,3,1,2.0,3,26315.0
607,1,49.0,1,3,17.0,3,1,2,3.0,3,3.0,0,2.0,0,4,0,1.0,3,22654.0
700,1,58.0,1,1,8.0,1,2,2,3.0,0,3.0,2,5.0,0,2,1,1.0,1,17479.0
1458,0,35.0,1,1,6.0,2,1,3,5.0,0,3.0,1,2.0,0,3,0,1.0,1,17977.0
1433,0,25.0,1,3,14.0,2,1,2,3.0,1,3.0,1,1.0,1,1,1,1.0,2,19907.0
3483,1,35.0,1,2,16.0,1,1,3,4.0,0,3.0,0,3.0,0,1,1,1.0,1,21420.0
643,0,42.0,1,1,9.0,2,1,3,1.0,1,3.0,0,3.0,1,5,0,0.0,2,20231.0
798,1,33.0,1,1,31.0,3,2,2,4.0,0,4.0,2,5.0,1,4,0,0.0,1,17313.0
4270,0,43.0,1,1,9.0,2,2,4,5.0,1,3.0,3,5.0,0,1,1,1.0,2,25459.0
2116,0,53.0,1,3,14.0,3,2,3,3.0,4,3.0,1,6.0,0,3,1,0.0,0,26836.0
1296,0,30.0,1,1,16.0,3,0,3,3.0,3,3.0,3,1.0,0,4,0,0.0,3,24667.0
2461,0,23.0,0,1,23.0,3,2,4,3.0,0,3.0,1,3.0,1,3,0,1.0,1,21613.0
4355,0,43.0,0,1,12.0,2,2,4,4.0,0,3.0,1,6.0,0,3,0,2.0,1,20771.0
1470,1,41.0,1,3,6.0,2,1,3,3.0,1,3.0,2,1.0,1,4,0,2.0,2,20993.0
3472,0,42.0,1,1,12.0,3,2,3,2.0,0,3.0,0,4.0,1,1,1,2.0,1,20805.0
4608,0,34.0,1,1,7.0,2,0,3,5.0,1,3.0,3,2.0,0,4,1,2.0,2,25627.0
146,0,30.0,1,1,8.0,3,2,2,4.0,0,3.0,2,1.0,0,4,0,0.0,1,17720.0
4238,0,31.0,1,1,35.0,3,1,4,4.0,1,3.0,1,3.0,0,3,1,3.0,2,24453.0
936,0,45.0,0,1,31.0,3,1,2,3.0,2,4.0,2,4.0,0,4,1,1.0,4,33061.0
4543,0,29.0,1,2,15.0,3,2,4,5.0,0,3.0,1,3.0,0,1,1,1.0,1,23614.0
2508,0,37.0,1,1,15.0,1,1,3,4.0,3,3.0,1,3.0,0,4,1,2.0,3,28774.0
1383,0,36.0,0,1,15.0,2,2,3,1.0,0,4.0,1,2.0,0,5,1,0.0,1,17810.0
2303,0,27.0,1,1,12.0,2,2,2,4.0,0,3.0,1,2.0,0,1,1,1.0,1,17539.0
1061,0,24.0,0,3,19.0,2,1,3,3.0,0,4.0,0,2.0,0,1,0,0.0,1,17033.0
149,0,19.0,1,1,9.0,3,1,3,3.0,0,4.0,2,2.0,0,3,1,2.0,1,16483.0
826,0,38.0,1,2,6.0,2,2,2,1.0,0,3.0,0,2.0,0,4,1,0.0,1,17844.0
4494,0,36.0,1,3,15.0,2,1,4,4.0,0,3.0,1,3.0,0,3,1,3.0,1,21250.0
4438,0,35.0,1,1,16.0,3,0,3,5.0,3,4.0,3,3.0,0,1,1,1.0,3,27299.0
4805,0,45.0,1,1,9.0,2,1,4,2.0,0,3.0,1,3.0,0,4,1,3.0,1,20689.0
800,1,28.0,0,1,6.0,3,2,2,4.0,0,4.0,1,2.0,0,4,0,0.0,1,17596.0
462,0,34.0,1,3,27.0,2,2,3,2.0,1,3.0,2,2.0,0,3,1,0.0,2,20337.0
330,0,43.0,0,1,16.0,2,1,2,4.0,1,3.0,1,2.0,0,3,0,0.0,2,20257.0
3312,0,29.0,1,1,26.0,3,2,4,5.0,0,5.0,0,3.0,0,3,1,3.0,1,21874.0
3631,0,39.0,0,1,7.0,2,2,3,4.0,1,3.0,1,2.0,0,5,1,1.0,2,23413.0
3507,0,30.0,1,3,26.0,2,2,4,5.0,1,3.0,1,3.0,0,4,1,1.0,2,27298.0
3555,1,54.0,1,1,9.0,1,1,4,5.0,3,3.0,1,2.0,0,5,1,3.0,3,28847.0
58,0,31.0,1,1,13.0,2,2,2,3.0,1,3.0,1,4.0,0,3,1,0.0,2,20915.0
4097,0,51.0,1,1,7.0,3,2,3,5.0,0,3.0,1,4.0,0,3,1,1.0,1,22368.0
4564,0,44.0,0,1,7.0,2,1,3,4.0,1,3.0,1,6.0,0,1,1,2.0,2,24240.0
1268,0,53.0,0,1,6.0,3,1,2,4.0,4,3.0,1,5.0,1,1,0,0.0,0,27965.0
1119,0,38.0,1,3,20.0,2,2,3,3.0,1,4.0,1,1.0,0,5,1,2.0,2,24924.0
982,0,38.0,0,1,13.0,2,2,2,1.0,0,3.0,1,2.0,0,3,0,0.0,1,17610.0
1556,0,23.0,1,3,8.0,1,2,3,3.0,0,5.0,1,4.0,0,3,1,2.0,1,17322.0
1441,0,56.0,0,1,6.0,2,2,2,3.0,1,3.0,1,2.0,0,3,0,0.0,2,21306.0
5,0,32.0,0,1,8.0,2,2,3,3.0,0,3.0,2,1.0,0,5,1,1.0,1,18068.0
